date,open,high,low,close,adj_close,volume,target,rsi_14,stoch_rsi_14,macd,ema_14,predicted_price,signal_ml,returns,sharpe_ratio
2021-02-11,135.89999389648438,136.38999938964844,133.77000427246094,135.1300048828125,132.4805908203125,64280000,135.3699951171875,42.237979347130775,0.0,-0.33220700597945063,135.57478586861868,135.00217051896595,-1,,
2021-02-12,134.35000610351562,135.52999877929688,133.69000244140625,135.3699951171875,132.71588134765625,60145100,133.19000244140625,32.65961972890247,0.0,-0.357439096520098,135.5474804350945,133.5848111430577,-1,0.0017759951580194056,
2021-02-16,135.49000549316406,136.00999450683594,132.7899932861328,133.19000244140625,130.57861328125,80576300,130.83999633789062,28.975105833351577,0.0,-0.5066699349792558,135.2331500359361,132.2687642613971,-1,-0.016103957704172722,
2021-02-17,131.25,132.22000122070312,129.47000122070312,130.83999633789062,128.2747039794922,97918500,129.7100067138672,27.524028321691574,0.0,-0.735492915739484,134.64739620953003,130.07165059177456,-1,-0.017644012767020212,
2021-02-18,129.1999969482422,130.0,127.41000366210938,129.7100067138672,127.16687774658203,96856700,129.8699951171875,32.52841699304757,0.13873635104396112,-0.9226724919043812,133.98907761010832,129.09493501752382,-1,-0.008636423537534132,
2021-02-19,130.24000549316406,130.7100067138672,128.8000030517578,129.8699951171875,127.32369995117188,87668800,126.0,43.52936730268659,0.4437150016254119,-0.98951218482588,133.43986661105222,128.26956981972145,-1,0.0012334314627955312,
2021-02-22,128.00999450683594,129.72000122070312,125.5999984741211,126.0,123.52959442138672,103916400,125.86000061035156,27.186076169150354,0.0,-1.2323501582266059,132.44788439624526,126.09065601270161,1,-0.029798993321709433,
2021-02-23,123.76000213623047,126.70999908447266,118.38999938964844,125.86000061035156,123.3923568725586,158273000,125.3499984741211,23.35079233585421,0.0,-1.3319220876712254,131.56949989145943,124.52798938787551,-1,-0.0011111062670511318,
2021-02-24,124.94000244140625,125.55999755859375,122.2300033569336,125.3499984741211,122.89234161376953,111039900,120.98999786376953,24.110856797553083,0.01888619308633565,-1.3570549022473712,130.74023303581433,123.31301605678738,-1,-0.004052138358153767,
2021-02-25,124.68000030517578,126.45999908447266,120.54000091552734,120.98999786376953,118.61782836914062,148199500,121.26000213623047,3.142791498837923,0.0,-1.5768181237729788,129.4402016795417,123.01204389626645,1,-0.0347826139882379,
2021-02-26,122.58999633789062,124.8499984741211,121.19999694824219,121.26000213623047,118.88253784179688,164560400,127.79000091552734,4.78409095461484,0.02740605496763812,-1.6079815799959745,128.34950840710022,123.71435115287414,1,0.002231624739467808,
2021-03-01,123.75,127.93000030517578,122.79000091552734,127.79000091552734,125.28450012207031,116307900,125.12000274658203,30.612211136012647,0.516666407848144,-1.1161375770218305,128.27490740822384,125.43081668211924,-1,0.05385121774911972,
2021-03-02,128.41000366210938,128.72000122070312,125.01000213623047,125.12000274658203,122.66686248779297,102260900,122.05999755859375,28.469728988583043,0.5736750168507104,-0.9068443153877517,127.85425345333827,124.4651225615095,-1,-0.02089363917220921,
2021-03-03,124.80999755859375,125.70999908447266,121.83999633789062,122.05999755859375,119.6668472290039,112966300,120.12999725341797,25.964625757506553,0.5650846550970486,-0.9084423383209757,127.08168600070567,121.51294857279461,-1,-0.024456562666370862,
2021-03-04,121.75,123.5999984741211,118.62000274658203,120.12999725341797,117.7746810913086,178155000,121.41999816894531,24.48975778724504,0.5285658876376651,-0.9679543662034646,126.15479416773398,121.52073475047523,1,-0.015811898605432195,
2021-03-05,120.9800033569336,121.94000244140625,117.56999969482422,121.41999816894531,119.03938293457031,153766600,116.36000061035156,27.09358729586033,0.593038536204399,-0.8529469323739534,125.52348803456215,119.30761255391437,-1,0.01073837463598748,
2021-03-08,120.93000030517578,121.0,116.20999908447266,116.36000061035156,114.07861328125,154376600,121.08999633789062,24.75246232913399,0.5350706367197577,-1.0378809899410952,124.30168971133408,120.53152648507981,1,-0.04167351041756073,
2021-03-09,119.02999877929688,122.05999755859375,118.79000091552734,121.08999633789062,118.71586608886719,129525800,119.9800033569336,36.34835270344816,0.8221930318104832,-0.7739779735672254,123.87346392820828,120.49608139183407,-1,0.04064967087253768,
2021-03-10,121.69000244140625,122.16999816894531,119.44999694824219,119.9800033569336,117.62763977050781,111943300,121.95999908447266,36.36871822464379,0.8226972964278785,-0.6135171905999739,123.35433585203833,121.27890708142239,1,-0.009166677797724065,
2021-03-11,122.54000091552734,123.20999908447266,121.26000213623047,121.95999908447266,119.56881713867188,103026500,121.02999877929688,39.45614662761727,1.0,-0.3277094245365637,123.16842428302958,121.48118128949122,-1,0.016502714386902317,
2021-03-12,120.4000015258789,121.16999816894531,119.16000366210938,121.02999877929688,118.65702819824219,88105100,123.98999786376953,42.8116830178952,1.0,-0.1632813456742941,122.88330088253188,122.59587511989052,1,-0.007625453527034254,
2021-03-15,121.41000366210938,124.0,120.41999816894531,123.98999786376953,121.55901336669922,92403800,125.56999969482422,47.49932714806069,1.0,0.16507152968183503,123.03086048003024,123.73073672315813,-1,0.0244567389434609,
2021-03-16,125.69999694824219,127.22000122070312,124.72000122070312,125.56999969482422,123.10802459716797,115227900,124.76000213623047,50.28601309098065,1.0,0.490512059231091,123.36941237533611,125.29556960908192,-1,0.012742978129499427,
2021-03-17,124.05000305175781,125.86000061035156,122.33999633789062,124.76000213623047,122.31391906738281,111932600,120.52999877929688,55.39960688171178,1.0,0.6434249027497891,123.55482434345537,123.09510413051788,-1,-0.006450565903976302,
2021-03-18,122.87999725341797,123.18000030517578,120.31999969482422,120.52999877929688,118.16683959960938,121229700,119.98999786376953,49.06096785191551,0.7949314145654961,0.46046151534974644,123.15151426823424,120.68453982489449,1,-0.033905124114334995,
2021-03-19,119.9000015258789,121.43000030517578,119.68000030517578,119.98999786376953,117.6374282836914,185549500,123.38999938964844,38.13867774754586,0.44157187304884493,0.3110065068706698,122.72997874763894,123.0487845001221,1,-0.004480220036475302,
2021-03-22,120.33000183105469,123.87000274658203,120.26000213623047,123.38999938964844,120.97078704833984,111912300,122.54000091552734,47.42635567059804,0.7420482000172218,0.4411214841483577,122.81798149990688,122.81545321528118,-1,0.028335707862409354,
2021-03-23,123.33000183105469,124.23999786376953,122.13999938964844,122.54000091552734,120.13744354248047,95467100,120.08999633789062,50.76433688991241,0.8500390610891352,0.4674141938969032,122.78091742198961,121.30964510799589,-1,-0.006888714468965329,
2021-03-24,122.81999969482422,122.9000015258789,120.06999969482422,120.08999633789062,117.73545837402344,88530500,120.58999633789062,49.93734190572867,0.8217692037634329,0.32408082732163424,122.42212794410975,121.00444967324391,1,-0.019993508726392273,
2021-03-25,119.54000091552734,121.66000366210938,119.0,120.58999633789062,118.22566223144531,98844700,121.20999908447266,48.666877437032355,0.7803146249684418,0.26946664886872673,122.1778437299472,121.57780527696156,1,0.0041635441356262515,
2021-03-26,120.3499984741211,121.4800033569336,118.91999816894531,121.20999908447266,118.83351135253906,94071200,121.38999938964844,59.08579883263666,1.0,0.28036703017310005,122.04879777721726,121.80746484829132,1,0.005141411107143501,
2021-03-29,121.6500015258789,122.58000183105469,120.7300033569336,121.38999938964844,119.00999450683594,80819200,119.9000015258789,50.677513685700646,0.6298694672951237,0.3030403112465625,121.9609579922081,120.85856797445388,-1,0.0014850285169158983,
2021-03-30,120.11000061035156,120.4000015258789,118.86000061035156,119.9000015258789,117.54920196533203,85671900,122.1500015258789,49.82237607487375,0.5577710788927367,0.22463797506669647,121.68616379669754,122.29029497836888,1,-0.012274469653688724,
2021-03-31,121.6500015258789,123.5199966430664,121.1500015258789,122.1500015258789,119.75508117675781,118323800,123.0,50.41685469540683,0.5861510466275967,0.3251593111328799,121.74800882725506,121.65570658801853,-1,0.018765637792876655,
2021-04-01,123.66000366210938,124.18000030517578,122.48999786376953,123.0,120.58841705322266,75089100,125.9000015258789,54.33729775055549,0.7733100857730308,0.442471113529292,121.91494098362105,124.22166836311705,1,0.006958644809685222,
