date,open,high,low,close,adj_close,volume,target,rsi_14,stoch_rsi_14,macd,ema_14,predicted_price,signal_ml,returns,sharpe_ratio
2021-02-11,244.77999877929688,245.14999389648438,242.14999389648438,244.49000549316406,236.80152893066406,15751100,244.99000549316406,75.30024095903863,0.6105223119781098,0.7085951427256001,238.21566630211373,244.7484302809579,1,,
2021-02-12,243.92999267578125,245.3000030517578,242.72999572753906,244.99000549316406,237.2857666015625,16561100,243.6999969482422,73.03339521421196,0.4843029943047072,0.5390550347150915,239.11891152758713,244.23649608285095,-1,0.0020450733721872894,
2021-02-16,245.02999877929688,246.1300048828125,242.9199981689453,243.6999969482422,236.03631591796875,26728500,244.1999969482422,67.7379086548075,0.18944715693593459,0.2677682470456375,239.72972291700782,244.86678397508652,1,-0.00526555580226673,
2021-02-17,241.32000732421875,244.30999755859375,240.94000244140625,244.1999969482422,237.0653533935547,21653500,243.7899932861328,67.66729918920376,0.1855155799461342,0.06055377896807368,240.32575945450574,243.8968796473306,-1,0.002051702939110722,
2021-02-18,241.8000030517578,243.92999267578125,240.86000061035156,243.7899932861328,236.6673583984375,16925600,240.97000122070312,59.21851384260409,0.0,-0.15385119774642675,240.7876572987227,243.1818337031167,-1,-0.0016789666962865324,
2021-02-19,243.75,243.86000061035156,240.17999267578125,240.97000122070312,233.9297332763672,25262600,234.50999450683594,70.28363751283874,0.4794957745225573,-0.5149727545314988,240.81196982165343,238.85570820411803,-1,-0.011567300312117057,
2021-02-22,237.4199981689453,237.92999267578125,232.39999389648438,234.50999450683594,227.6584930419922,36446900,233.27000427246094,37.750255100742066,0.0,-1.1802463366500433,239.97170644634443,232.94234138258673,-1,-0.026808344113965044,
2021-02-23,230.3300018310547,234.8300018310547,228.72999572753906,233.27000427246094,226.4547119140625,30228700,234.5500030517578,35.86959826846049,0.0,-1.6654624984051907,239.07814615649332,232.9082571939135,-1,-0.0052875794781482854,
2021-02-24,230.00999450683594,235.1999969482422,229.0,234.5500030517578,227.69732666015625,26339700,228.99000549316406,28.736807912142595,0.0,-1.8477705867665462,238.47439374252858,231.21165197687293,-1,0.005487198336061372,
2021-02-25,232.0800018310547,234.58999633789062,227.8800048828125,228.99000549316406,222.2997589111328,39542200,232.3800048828125,23.363363925828807,0.0,-2.262966015660222,237.2098086426133,230.7083670629746,1,-0.02370495624068203,
2021-02-26,231.52999877929688,235.3699951171875,229.5399932861328,232.3800048828125,225.59071350097656,37819200,236.94000244140625,32.23590397562127,0.15442328789652998,-2.2260398336488354,236.5658348079732,234.2516475763472,1,0.014804136898235232,
2021-03-01,235.89999389648438,237.47000122070312,233.14999389648438,236.94000244140625,230.01751708984375,25324000,233.8699951171875,41.34043212059464,0.3335077259180251,-1.8279281715764757,236.6157238257643,234.0871771859118,-1,0.01962302032351415,
2021-03-02,237.00999450683594,237.3000030517578,233.4499969482422,233.8699951171875,227.0371856689453,22812500,227.55999755859375,35.311557786669425,0.2300522199900588,-1.7070649875851829,236.2496266646207,230.65388028953188,-1,-0.012956897495508102,
2021-03-03,232.16000366210938,233.5800018310547,227.25999450683594,227.55999755859375,220.91152954101562,34029500,226.72999572753906,30.46593609903134,0.13675393244497464,-1.9691894874206688,235.09100945048377,229.22784377733583,1,-0.026980791424021433,
2021-03-04,226.74000549316406,232.49000549316406,224.25999450683594,226.72999572753906,220.1057891845703,44727800,231.60000610351562,26.766079018327318,0.06850640122899095,-2.1034135421226026,233.9762076207578,229.32081477240902,1,-0.0036473977850214334,
2021-03-05,229.52000427246094,233.27000427246094,226.4600067138672,231.60000610351562,224.83348083496094,41872800,227.38999938964844,34.28035249620322,0.23267103398554836,-1.781880261191776,233.65938075179218,228.36387147906188,-1,0.02147933871894403,
2021-03-08,231.3699951171875,233.3699951171875,227.1300048828125,227.38999938964844,220.74649047851562,35267400,233.77999877929688,32.080867876551025,0.18579397101247283,-1.766946630213797,232.82346323683967,231.0366181488036,1,-0.01817792142883401,
2021-03-09,232.8800048828125,235.3800048828125,231.6699981689453,233.77999877929688,226.94976806640625,33080500,232.4199981689453,39.863816816191886,0.3516700059253554,-1.2644717108504002,232.9510013091673,233.13879614548452,-1,0.02810149701746001,
2021-03-10,237.0,237.0,232.0399932861328,232.4199981689453,225.62954711914062,29746800,237.1300048828125,39.14040707588004,0.3362521559213409,-0.974460830526356,232.88020089047106,235.40694019771755,1,-0.005817437836653783,
2021-03-11,234.9600067138672,239.1699981689453,234.30999755859375,237.1300048828125,230.20193481445312,29907600,235.75,46.460181721305524,1.0,-0.44322646319291314,233.44684142278325,236.56630250046754,-1,0.020265066478674987,
2021-03-12,234.00999450683594,235.82000732421875,233.22999572753906,235.75,228.86224365234375,22653700,234.80999755859375,51.26119305930223,1.0,-0.17628618079373742,233.75392923307882,235.4012274070619,-1,-0.005819613099972254,
2021-03-15,234.9600067138672,235.19000244140625,231.80999755859375,234.80999755859375,227.94972229003906,26034900,237.7100067138672,51.57592335758103,1.0,-0.06051204155567044,233.89473834314748,235.4893080940852,1,-0.0039872850112672165,
2021-03-16,236.27999877929688,240.05999755859375,235.94000244140625,237.7100067138672,230.76498413085938,28092200,237.0399932861328,53.12995351030452,1.0,0.19964350435314887,234.40344079257676,236.7363157072302,-1,0.012350450089118503,
2021-03-17,236.14999389648438,238.5500030517578,233.22999572753906,237.0399932861328,230.1145477294922,29562100,230.72000122070312,58.82866600396949,1.0,0.30837120627335346,234.7549811250509,233.50775544133268,-1,-0.0028186168390499367,
